Raw file	Scan number	MS3 Scan number	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	5550	5551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	5553	5554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	5577	5579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	5643	5644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	5657	5659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	5810	5812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	5826	5828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	5968	5969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6033	6034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6111	6112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6127	6128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6162	6163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6166	6167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6221	6223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6228	6229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6272	6273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6394	6396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6450	6451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6493	6494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6590	6591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6671	6674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6716	6717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6760	6761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6813	6815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6840	6843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	6860	6861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	7052	7055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	7119	7120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8432	8436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8466	8467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8547	8548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8588	8590	0	0	1049.2412109375	1114.0970458984375	0	0	0	1126.4979248046875	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8669	8671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8689	8692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8778	8780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8787	8789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8809	8810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8846	8848	0	0	0	0	0	0	0	10030.6708984375	8106.1044921875	11979.8984375	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8860	8862	0	1559.323974609375	1204.834716796875	1168.1500244140625	0	0	1502.128662109375	2228.94921875	0	1393.5478515625	2137.149658203125	2103.53759765625	1804.8160400390625	1335.8431396484375	2239.3740234375	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8873	8875	0	0	1154.5418701171875	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8886	8889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8940	8941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	8990	8993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	9060	9061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC035_HEK293T_Nucleosomes_TMTpro_Grouping2_walk	9176	9178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
