Raw file	Scan number	MS3 Scan number	Reporter noise 0	Reporter noise 1	Reporter noise 2	Reporter noise 3	Reporter noise 4	Reporter noise 5	Reporter noise 6	Reporter noise 7	Reporter noise 8	Reporter noise 9	Reporter noise 10	Reporter noise 11	Reporter noise 12	Reporter noise 13	Reporter noise 14	Reporter noise 15
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	6578	6580	479.35913093984584	482.914259278883	482.93679450693685	486.49192284597405	486.51445807402786	490.06958641306505	490.0921180754182	493.6472464144554	493.6697816425093	497.22490998154643	497.2474452096003	500.80257354863744	500.8251087766913	504.38023711572845	504.4027723437823	507.95790068281946
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	6583	6584	460.9399088192422	461.9767143333986	461.97917716981925	462.36771104809037	462.370173884511	463.3309418034431	463.33748087766475	464.3692399956579	464.3757801047069	466.1482404693336	466.16450517273853	468.7304036789679	468.74666838237283	471.31256688860225	471.3288315920072	473.8947275305262
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	6614	6615	478.7792858288047	482.0445070221061	482.06520458833154	485.33042578163287	485.35112334785833	488.6163445411597	488.6370388324538	491.9022600257552	491.92295759198066	495.188178785282	495.2088763515075	498.47409754480884	498.4947951110343	501.76001630433564	501.78071387056116	505.0459350638625
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	7233	7234	474.0909045763237	477.03427841984876	477.0529358618553	479.30916819036327	479.32234050064676	481.4003870803195	481.4135573063767	483.4916038860494	483.5047761963329	485.5828227760056	485.5959950862891	487.6740416659618	487.6872139762453	489.765260555918	489.7784328662015	492.04101022977625
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	7419	7420	468.7305018773197	471.07716990572516	471.0920449521774	473.43871298058286	473.4535880270351	475.8002560554406	475.81512874824625	478.1617967766517	478.17667182310396	480.52333985150943	480.53821489796167	482.88488292636714	482.8997579728194	485.2464260012249	485.2613010476771	487.6079690760826
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	7459	7461	474.72916265961993	478.03824422255025	478.0592198106466	481.3683013735769	481.3892769616733	484.6983585246036	484.71933079377783	488.02841235670815	488.0493879448045	491.3584695077348	491.3794450958312	494.6885266587615	494.7095022468579	498.0185838097882	498.03955939788455	501.34864096081486
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	7462	7464	478.23333107605964	481.7768975357463	481.7993594754226	485.3429259351092	485.36538787478554	488.9089543344721	488.9314127200441	492.4749791797307	492.49744111940703	496.0410075790936	496.0634695187699	499.60703597845657	499.62949791813287	503.1730643778195	503.1955263174958	505.50548359749337
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	7495	7497	475.3279272614134	478.59894495855497	478.61967926762725	481.89069696476884	481.9114312738412	485.18244897098276	485.20317999930995	488.47419769645154	488.4949320055238	491.7659497026654	491.78668401173775	495.05770170887934	495.0784360179516	498.3494537150932	498.3701880241655	501.64120572130713
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	7540	7543	456.75461764238935	459.13092489092213	459.1486815886456	461.94995518275783	461.9677118804814	464.7689854745936	464.78673936271304	467.5880129568253	467.6057696545488	470.407043248661	470.42479994638455	473.880332506348	473.9045734174938	477.7287881080478	477.7530290191936	481.5772437097476
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	7553	7555	455.99697705208644	458.63465435941566	458.6513740538921	461.2890513612213	461.30577105569773	463.94344836302696	463.96016541198213	466.59784271931136	466.6145624137878	469.252239721117	469.26895941559343	471.9066367229227	471.9233564173991	474.56103372472836	474.5777534192048	477.215430726534
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	7556	7558	485.4433018764516	491.2055330709491	491.24205867050097	497.0042898649985	497.04081546455035	502.80304665904794	502.83956647923276	505.06058056834325	505.0722015827034	506.90551773026755	506.9171387446277	508.7504548921919	508.76207590655207	510.5953920541162	510.60701306847636	512.4403292160405
MC034_HEK293T_Nucleosomes_TMTpro_Grouping2_V1	7564	7568	489.99971990235446	494.2967304880728	494.32396835525066	498.62097894096905	498.6482168081469	502.94522739386525	502.97246095125405	507.2694715369724	507.29670940415025	511.35181605832327	511.3697524234426	514.1993701128075	514.2173064779269	517.0469241672918	517.0648605324111	519.894478221776
