Raw file	Scan number	MS3 Scan number	Reporter noise 0	Reporter noise 1	Reporter noise 2	Reporter noise 3	Reporter noise 4	Reporter noise 5	Reporter noise 6	Reporter noise 7	Reporter noise 8	Reporter noise 9	Reporter noise 10	Reporter noise 11	Reporter noise 12	Reporter noise 13	Reporter noise 14	Reporter noise 15
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8016	8018	478.7675409984533	481.94076291982395	481.96087732156815	485.13409924293876	485.15421364468295	488.3274355660536	488.3475467851393	491.52076870650995	491.54088310825415	494.71410502962476	494.73421943136896	497.9074413527396	497.9275557544838	501.10077767585443	501.1208920775986	504.2941139989693
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8043	8045	475.31168734182114	475.9560656366438	475.9602633929096	476.62249597494986	476.62669373121565	477.2889263132559	477.29312340531976	477.95535598735995	477.9598586308111	479.3071589305158	479.3156990367547	480.66297511649583	480.6715152227348	482.11902178751313	482.1293269906521	483.7550624671782
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8061	8063	470.9452825385783	473.7871177056743	473.8051315148746	476.64696668197064	476.6649804911709	479.9395264741491	479.96994871064834	484.77008078345807	484.8005078343641	489.60063990717384	489.6310669580799	494.4311990308896	494.46162608179566	499.2617581546054	499.29218520551143	504.09231727832116
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8067	8069	480.1317301451587	485.0254127363849	485.05695679883354	490.03332295087466	490.064867249497	492.4046487878779	492.4185868593168	494.61778690000807	494.6317271771871	496.83092721787835	496.8448674950574	499.04406753574864	499.0580078129276	501.2572078536189	501.2711481307979	503.47034817148915
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8074	8075	466.37228182696145	468.2739242704623	468.2859783911731	470.18762083467396	470.19967495538475	471.82383712719627	471.8339803694106	472.64642482213225	472.64992828010435	473.2026292641529	473.20613272212495	473.7588337061735	473.76233716414555	474.3150381481941	474.3185416061662	474.8712425902147
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8161	8162	464.5959883684475	467.43602005090816	467.45402242818994	470.2940541106507	470.3120564879324	473.15208817039314	473.1700876991975	476.4909283452618	476.51277344966456	479.9590287769136	479.98087388131637	483.4271292085654	483.4489743129681	486.89522964021717	486.91746733478305	490.47491756100334
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8224	8227	443.01214170381667	446.6974470264779	446.72080741968296	450.40611274234413	450.4294731355492	454.1147784582104	454.1381351551507	457.8234404778119	457.84680087101697	461.5209598528309	461.5441204657631	465.1979087117912	465.2210693247234	468.87485757075143	468.89801818368363	472.55180642971163
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8256	8257	487.78262446999986	491.1333327812266	491.1545722327272	494.5052805439539	494.5265199954545	497.8772283066813	497.8984643975092	501.2491727087359	501.2704121602365	504.62112047146326	504.64235992296386	507.6302603645376	507.64338482352593	509.7138824449568	509.72700690394515	511.797504525376
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8268	8271	440.72730388134795	444.97638689558556	445.00332095973573	449.2523968792405	449.2793308817893	453.5397461720257	453.56944253952304	458.25504433850904	458.2847454055423	462.97034720452825	463.0000482715616	467.6856500705475	467.7153511375808	472.4670331044578	472.49758948396214	477.31812426863985
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8284	8286	460.5770152990135	465.91289324874396	465.9467162826818	471.2825942324122	471.3164172663501	476.2421886396613	476.27086062515167	480.7948316733221	480.8235081962369	485.34747924440734	485.3761557673222	488.16508265744216	488.1805128772667	490.61476433657253	490.6301945563971	493.0644460157029
